player_id,player_name,appearances,teams,total_points,position_id,position,attack_rating,defence_rating,overall_rating,reliability,reliable_overall
125,Lachlan Miller,67,1,106.0,1,Position 1,0.6558259711613913,1.716603248591181,2.3724292197525725,1.0,2.3724292197525725
30,Elliot Minchella,134,1,64.0,13,Position 13,1.3230997565841016,1.034645001611571,2.3577447581956728,1.0,2.3577447581956728
74,Tommy Makinson,127,2,664.0,2,Position 2,1.1077239720078762,1.2448674228962286,2.352591394904105,1.0,2.352591394904105
140,Chris Atkin,171,4,159.0,15,Position 15,0.5987197784782526,1.7227217181776984,2.321441496655951,1.0,2.321441496655951
604,Jackson Hastings,95,3,249.0,7,Position 7,0.29287637029634217,2.022799748706385,2.315676119002727,1.0,2.315676119002727
597,James Maloney,38,1,371.0,6,Position 6,1.883865191502465,0.4724797670501479,2.356344958552613,0.9746794344808963,2.296680971643972
13,Jack Brown,127,3,28.0,16,Position 16,1.385689551336827,0.910743584174937,2.296433135511764,1.0,2.296433135511764
132,Marc Sneyd,176,3,1285.0,7,Position 7,1.397204956490521,0.8967684820226959,2.2939734385132167,1.0,2.2939734385132167
22,Ryan Hall,139,2,308.0,5,Position 5,0.849820521352227,1.4329020990378734,2.2827226203901003,1.0,2.2827226203901003
428,Ava Seumanufagai,46,2,16.0,16,Position 16,0.5550704354960005,1.7061648584448517,2.261235293940852,1.0,2.261235293940852
37,Zak Hardaker,179,4,786.0,3,Position 3,0.7685468267872411,1.4684810333640064,2.2370278601512474,1.0,2.2370278601512474
24,Mikey Lewis,133,1,558.0,7,Position 7,1.1216301630483023,1.089318915340887,2.2109490783891896,1.0,2.2109490783891896
36,Peta Hiku,78,1,110.0,3,Position 3,0.9088388372712097,1.2885997080210354,2.197438545292245,1.0,2.197438545292245
62,Chris Hill,129,3,32.0,8,Position 8,0.37500536506166676,1.8010929953836328,2.1760983604452995,1.0,2.1760983604452995
321,Josh Rourke,56,3,96.0,1,Position 1,0.8119557179367324,1.334767852237299,2.1467235701740313,1.0,2.1467235701740313
57,Kevin Naiqama,114,2,228.0,3,Position 3,1.6926477999295144,0.44815741300813605,2.1408052129376505,1.0,2.1408052129376505
213,Danny Walker,156,1,72.0,9,Position 9,0.6535230231621567,1.4843957583360707,2.1379187814982274,1.0,2.1379187814982274
123,James Donaldson,113,1,34.0,18,Position 18,1.6307121088377616,0.4642003733054656,2.0949124821432275,1.0,2.0949124821432275
80,Lewis Dodd,100,2,155.0,7,Position 7,0.7754124999561797,1.2424564362668336,2.0178689362230133,1.0,2.0178689362230133
487,Greg Burke,66,1,4.0,16,Position 16,1.6177176126371837,0.3974155036478424,2.015133116285026,1.0,2.015133116285026
262,Ethan Ryan,87,3,152.0,2,Position 2,0.8039068139386989,1.202744628916451,2.0066514428551496,1.0,2.0066514428551496
427,Aaron Smith,40,2,36.0,17,Position 17,1.5423675339702894,0.43521745191292815,1.9775849858832175,1.0,1.9775849858832175
668,Jordan Rankin,31,1,78.0,1,Position 1,0.5409273302140569,1.6770247579667041,2.217952088180761,0.8803408430829505,1.9525538112266414
805,Isaiah Vagana,40,1,24.0,11,Position 11,1.1428571271104397,0.8087144478611836,1.9515715749716234,1.0,1.9515715749716234
380,Morgan Gannon,69,1,48.0,12,Position 12,1.100551602978621,0.845111448503571,1.945663051482192,1.0,1.945663051482192
375,Sam Kasiano,100,2,64.0,16,Position 16,0.6445942682220861,1.290076672279864,1.9346709405019502,1.0,1.9346709405019502
271,Junior Nsemba,88,1,68.0,12,Position 12,0.6454325493328039,1.2777103481633647,1.9231428974961686,1.0,1.9231428974961686
718,Jonathan Lomax,26,1,68.0,6,Position 6,1.935027464822527,0.4413480371897804,2.376375502012307,0.806225774829855,1.915895180396558
134,Kallum Watkins,147,2,138.0,11,Position 11,1.105354929858588,0.8098392081809864,1.9151941380395745,1.0,1.9151941380395745
243,Zach Eckersley,70,1,172.0,2,Position 2,1.45684645269478,0.45484587578619073,1.9116923284809708,1.0,1.9116923284809708
173,Liam Farrell,172,1,228.0,12,Position 12,1.4040644661452069,0.4300467785231222,1.834111244668329,1.0,1.834111244668329
308,Tom Nicholson-Watton,28,2,0.0,16,Position 16,1.7419087060707041,0.44685559330684854,2.188764299377553,0.8366600265340756,1.8312515967940608
422,Chris McQueen,78,1,132.0,11,Position 11,0.5158807914367362,1.2994526159125428,1.815333407349279,1.0,1.815333407349279
238,Morgan Knowles,144,1,96.0,13,Position 13,0.7634395895134968,1.044364739286946,1.8078043288004428,1.0,1.8078043288004428
596,Luke Briscoe,43,1,44.0,2,Position 2,0.9368494986264216,0.8509374589051498,1.7877869575315715,1.0,1.7877869575315715
609,Tony Clubb,43,1,12.0,8,Position 8,0.560215990797351,1.2254622873199972,1.7856782781173481,1.0,1.7856782781173481
45,Robbie Mulhern,87,1,24.0,10,Position 10,0.5661472778672775,1.2190541604974914,1.7852014383647687,1.0,1.7852014383647687
42,Gareth O'Brien,130,3,327.0,6,Position 6,0.9253996959925073,0.8302017393384452,1.7556014353309526,1.0,1.7556014353309526
202,Matty Ashton,117,1,376.0,5,Position 5,0.8978703125560108,0.8469612742253309,1.7448315867813418,1.0,1.7448315867813418
32,Yusuf Aydin,96,4,16.0,18,Position 18,0.9394170364922247,0.8034422193751093,1.7428592558673341,1.0,1.7428592558673341
333,Loghan Lewis,33,2,0.0,8,Position 8,1.0299309601365658,0.8784711452363342,1.9084021053729,0.9082951062292475,1.7333922930277976
807,Kyle Feldt,26,1,176.0,2,Position 2,1.542529751213234,0.5939773859621988,2.1365071371754327,0.806225774829855,1.7225071220987787
55,Ashton Golding,109,2,52.0,17,Position 17,-0.33187586226852045,2.038370678351163,1.7064948160826423,1.0,1.7064948160826423
617,Joel Tomkins,47,2,40.0,11,Position 11,1.2110996038399007,0.4892048815816586,1.7003044854215592,1.0,1.7003044854215592
505,Oliver Ashall-Bott,56,4,92.0,1,Position 1,1.1681843491885366,0.5152284246409324,1.683412773829469,1.0,1.683412773829469
650,Kris Welham,43,1,40.0,3,Position 3,0.9351874686667211,0.7458823250068318,1.681069793673553,1.0,1.681069793673553
506,Tinirau Arona,67,1,16.0,10,Position 10,0.6593832159510078,0.980819988192268,1.6402032041432757,1.0,1.6402032041432757
489,Matt Prior,58,1,28.0,10,Position 10,1.3375847238156324,0.30198934514896797,1.6395740689646003,1.0,1.6395740689646003
803,Caius Faatili,46,1,64.0,16,Position 16,0.7600811182935995,0.8740690615866815,1.6341501798802809,1.0,1.6341501798802809
833,Seth Nikotemo,32,1,32.0,12,Position 12,1.1704201633012628,0.6522324067627184,1.822652570063981,0.8944271909999159,1.6302300184111038
648,Zeb Taia,42,1,32.0,12,Position 12,0.6111247687278357,1.0132435609347186,1.6243683296625542,1.0,1.6243683296625542
178,Brad O'Neill,106,1,32.0,9,Position 9,1.0557425845909219,0.5261034100912454,1.5818459946821672,1.0,1.5818459946821672
228,Leon Hayes,28,1,16.0,6,Position 6,1.4625893570957798,0.42664282826030087,1.8892321853560805,0.8366600265340756,1.580645050329048
182,Tom Davies,158,3,356.0,2,Position 2,0.05576512770986348,1.5044578567174687,1.560222984427332,1.0,1.560222984427332
290,Joe Mellor,91,5,70.0,9,Position 9,1.1704585305807158,0.3783160554894831,1.548774586070199,1.0,1.548774586070199
168,Adam Keighran,95,2,772.0,3,Position 3,0.6000780590903022,0.9270855596941101,1.5271636187844124,1.0,1.5271636187844124
401,Lachlan Coote,84,2,794.0,1,Position 1,1.2727195911622766,0.2538673127759564,1.5265869039382332,1.0,1.5265869039382332
717,Thomas Makinson,27,1,93.0,2,Position 2,1.1862073167261387,0.6715863589158684,1.857793675642007,0.8215838362577492,1.5263332550093447
378,Blake Austin,104,3,150.0,6,Position 6,1.1176646677308892,0.39236168907531827,1.5100263568062076,1.0,1.5100263568062076
204,Josh Drinkwater,134,3,110.0,7,Position 7,0.24504681274979592,1.258483139575193,1.503529952324989,1.0,1.503529952324989
223,Matthieu Laguerre,83,1,108.0,3,Position 3,0.1891379677455179,1.311994344620262,1.5011323123657798,1.0,1.5011323123657798
806,Tristan Sailor,52,1,124.0,1,Position 1,1.026933840715863,0.46664251181658706,1.4935763525324501,1.0,1.4935763525324501
820,Lachlan Walmsley,23,1,60.0,2,Position 2,1.4143360530576319,0.5539248556333719,1.9682609086910037,0.758287544405155,1.4925077311999602
193,Theo Fages,114,3,87.0,7,Position 7,0.2608949418139479,1.2053636008148412,1.466258542628789,1.0,1.466258542628789
670,Adam Cuthbertson,35,1,24.0,16,Position 16,1.1468940925524536,0.4197091763789397,1.5666032689313933,0.9354143466934853,1.4654231733353378
200,Toby King,174,3,264.0,4,Position 4,0.04208781346986877,1.420917523798544,1.4630053372684129,1.0,1.4630053372684129
382,Max Jowitt,99,1,432.0,1,Position 1,0.720588665469957,0.7320782761891936,1.4526669416591507,1.0,1.4526669416591507
161,Elie El-Zakhem,25,1,8.0,11,Position 11,0.6092835804509726,1.1685017769611692,1.7777853574121418,0.7905694150420949,1.4054627300797184
305,Noah Stephens,39,1,8.0,14,Position 14,1.1223604633540187,0.29782214091272674,1.4201826042667456,0.9874208829065749,1.402317960993629
205,Sam Powell,166,2,98.0,9,Position 9,0.12609258178617644,1.257169006461173,1.3832615882473493,1.0,1.3832615882473493
478,Harvey Smith,47,1,20.0,17,Position 17,1.1375245199962674,0.23949556040248093,1.3770200803987482,1.0,1.3770200803987482
396,Manu Ma'u,59,2,32.0,12,Position 12,0.2505277897167767,1.0866363076377281,1.337164097354505,1.0,1.337164097354505
460,David Fifita,87,1,76.0,16,Position 16,0.8495919042706997,0.4854134785685738,1.3350053828392736,1.0,1.3350053828392736
234,Max Wood,44,2,8.0,16,Position 16,0.2634874843407768,1.071323319131522,1.3348108034722987,1.0,1.3348108034722987
835,Bill Leyland,27,3,16.0,17,Position 17,0.9580887912030953,0.6624341289997225,1.6205229202028177,0.8215838362577492,1.3313954375238415
81,Daryl Clark,172,2,160.0,9,Position 9,0.895313097255998,0.43459932171360893,1.3299124189696068,1.0,1.3299124189696068
539,Josh Johnson,27,1,4.0,16,Position 16,1.17744201517732,0.43209087104190635,1.6095328862192262,0.8215838362577492,1.3223662032429992
755,Jarrod Sammut,14,1,8.0,15,Position 15,1.738811846429318,0.47475917959047786,2.213571026019796,0.5916079783099616,1.309566279549079
741,Kieran Dixon,27,1,190.0,2,Position 2,0.8790902618363884,0.7142041497897614,1.5932944116261498,0.8215838362577492,1.3090249349918455
53,Jack Hughes,154,3,44.0,11,Position 11,0.3343094584266466,0.9738846203774183,1.308194078804065,1.0,1.308194078804065
420,Jermaine McGillvary,84,1,208.0,2,Position 2,0.8279063708212748,0.46932354376824964,1.2972299145895245,1.0,1.2972299145895245
345,Owen Dagnall,29,1,52.0,5,Position 5,0.9121338010289302,0.601485276489561,1.513619077518491,0.85146931829632,1.2888002040949742
7,Jack Ashworth,110,5,24.0,18,Position 18,0.7467121347434702,0.5411486929572175,1.2878608277006878,1.0,1.2878608277006878
47,Dan Norman,38,3,12.0,16,Position 16,0.8106963083896175,0.5068202887418148,1.3175165971314322,0.9746794344808963,1.2841563318112592
166,Jake Wardle,167,3,304.0,4,Position 4,0.01873780170612198,1.264691844985808,1.28342964669193,1.0,1.28342964669193
391,Eddie Battye,104,2,16.0,16,Position 16,0.9636282516562754,0.2962189669687,1.2598472186249754,1.0,1.2598472186249754
72,Jack Murchie,13,1,8.0,11,Position 11,0.9760547468885228,1.2281433962731745,2.2041981431616975,0.570087712549569,1.2565862774410597
179,Willie Isa,107,1,36.0,11,Position 11,0.8166668447783284,0.43843497953473126,1.2551018243130596,1.0,1.2551018243130596
226,Josh Thewlis,120,1,406.0,2,Position 2,0.4869598136608596,0.7666308934864482,1.2535907071473078,1.0,1.2535907071473078
52,Frankie Halton,95,2,64.0,12,Position 12,-0.07398018752173813,1.320821193176696,1.246841005654958,1.0,1.246841005654958
536,Mathieu Cozza,50,3,0.0,16,Position 16,1.3771805726273965,-0.14155296424467695,1.2356276083827196,1.0,1.2356276083827196
12,Joe Cator,76,2,12.0,13,Position 13,-0.05834761699904061,1.2887211185524061,1.2303735015533654,1.0,1.2303735015533654
185,Jordan Abdull,91,3,233.0,6,Position 6,0.1542216494934418,1.0754230973658017,1.2296447468592435,1.0,1.2296447468592435
466,Luke Gale,55,3,162.0,7,Position 7,0.6254400382366904,0.6035161683461245,1.228956206582815,1.0,1.228956206582815
584,Declan Patton,41,2,101.0,7,Position 7,1.0016202752181942,0.2198400833654518,1.2214603585836459,1.0,1.2214603585836459
331,Jacob Douglas,26,3,36.0,2,Position 2,0.3572445401034474,1.1503225819895946,1.507567122093042,0.806225774829855,1.2154394711174774
377,Derrell Olpherts,95,3,192.0,2,Position 2,0.9915041712239695,0.21767746489405246,1.2091816361180219,1.0,1.2091816361180219
374,Thomas Mikaele,25,1,16.0,8,Position 8,0.7832709164741893,0.739021057762874,1.5222919742370633,0.7905694150420949,1.2034774755958708
796,Tevita Pangai Junior,24,2,16.0,8,Position 8,0.6301133103352042,0.9013635067043276,1.5314768170395319,0.7745966692414834,1.18627684149937
317,George Griffin,127,2,36.0,10,Position 10,-0.11137725335001057,1.2969613926517696,1.185584139301759,1.0,1.185584139301759
799,Jordan Rapana,21,1,12.0,3,Position 3,0.24034275727937818,1.3897484536383622,1.6300912109177403,0.724568837309472,1.1811132934030564
181,Arthur Mourgue,124,2,629.0,1,Position 1,0.36694855754602734,0.8062526261055414,1.1732011836515688,1.0,1.1732011836515688
310,Louis Brogan,35,1,4.0,18,Position 18,1.0905705804260524,0.16082003024677716,1.2513906106728294,0.9354143466934853,1.1705687305408863
496,Dominique Peyroux,59,2,40.0,11,Position 11,0.8487830371653523,0.3041214659057235,1.1529045030710758,1.0,1.1529045030710758
601,Grant Millington,50,1,24.0,10,Position 10,0.6981330486606172,0.45236194962778126,1.1504949982883985,1.0,1.1504949982883985
450,Nathan Wilde,15,1,0.0,16,Position 16,1.0688585831566957,0.7880236424235346,1.8568822255802302,0.6123724356957945,1.1371034912787932
533,Michael Lawrence,66,1,8.0,13,Position 13,0.8615078204296226,0.2732016986428588,1.1347095190724814,1.0,1.1347095190724814
66,Oliver Wilson,105,1,8.0,16,Position 16,-0.44023000802368145,1.5600774768075591,1.1198474687838778,1.0,1.1198474687838778
826,Liam Knight,20,1,0.0,10,Position 10,0.5949679842505585,0.9798670406039324,1.574835024854491,0.7071067811865476,1.1135765253246956
256,Joe Burgess,143,3,376.0,5,Position 5,-0.07250088631655856,1.1666604010295827,1.094159514713024,1.0,1.094159514713024
49,Owen Trout,126,3,64.0,16,Position 16,0.4196161209192081,0.6726705802323364,1.0922867011515445,1.0,1.0922867011515445
765,Adam Walker,23,1,16.0,16,Position 16,0.9222663401706402,0.49723635228680746,1.4195026924574476,0.758287544405155,1.076391210940064
11,Danny Houghton,119,1,48.0,9,Position 9,0.814678402904702,0.24751415669528423,1.0621925595999862,1.0,1.0621925595999862
531,Harrison Hansen,20,1,4.0,16,Position 16,0.15376652569635843,1.3070173276860837,1.4607838533824422,0.7071067811865476,1.0329301685745405
514,Brad Walker,25,1,6.0,9,Position 9,1.0386706039767934,0.25405017941878494,1.2927207833955783,0.7905694150420949,1.021985513541801
424,Will Pryce,58,2,227.0,1,Position 1,0.4849816631156119,0.5368187193189209,1.0218003824345328,1.0,1.0218003824345328
671,Ratu Naulago,30,1,80.0,2,Position 2,0.866472196502494,0.31055743617438825,1.177029632676882,0.8660254037844386,1.0193375629052464
553,Regan Grace,75,1,196.0,5,Position 5,0.8018725693264562,0.21308238053344233,1.0149549498598986,1.0,1.0149549498598986
265,Luke Yates,165,4,60.0,13,Position 13,0.094253017420382,0.9183617726599109,1.0126147900802929,1.0,1.0126147900802929
502,Guy Armitage,27,3,36.0,3,Position 3,0.41743994930694794,0.8119195222832153,1.2293594715901632,0.8215838362577492,1.0100218708088458
730,Mose Masoe,24,1,12.0,8,Position 8,-0.02409406226116538,1.327092522594135,1.3029984603329696,0.7745966692414834,1.0092982674006994
437,James Roby,109,1,48.0,9,Position 9,-0.007729997963092611,1.0064705582309936,0.998740560267901,1.0,0.998740560267901
91,Lee Kershaw,81,4,96.0,2,Position 2,-0.4875929187030468,1.4738929013690305,0.9862999826659837,1.0,0.9862999826659837
442,Harry Bowes,30,1,0.0,17,Position 17,-0.3038957511881066,1.4415007202919443,1.1376049691038377,0.8660254037844386,0.9851948027153348
444,Mitchell Pearce,39,1,56.0,6,Position 6,-0.11655938594694683,1.1080730810964539,0.991513695149507,0.9874208829065749,0.9790413282784868
624,Eribe Doro,30,3,8.0,16,Position 16,0.3805239646471518,0.7377187104897619,1.1182426751369137,0.8660254037844386,0.9684265642644364
836,Leo Darrelatour,21,1,36.0,5,Position 5,1.0294470262481585,0.3038525002110621,1.3332995264592207,0.724568837309472,0.966067287671827
508,Josh Reynolds,22,1,28.0,6,Position 6,0.5264011101701417,0.7745607588346578,1.3009618690047995,0.7416198487095663,0.964819144468254
849,Jayden Myers,20,1,36.0,5,Position 5,1.1556960578724655,0.18766111701175947,1.343357174884225,0.7071067811865476,0.9498969679162385
599,Adam Quinlan,26,1,56.0,1,Position 1,0.5850434417495997,0.5893682759526969,1.1744117177022966,0.806225774829855,0.946840997073795
598,Jason Baitieri,44,1,8.0,18,Position 18,0.33491248226732206,0.6103790438056164,0.9452915260729384,1.0,0.9452915260729384
583,Elliot Kear,39,2,16.0,4,Position 4,0.39023189623801713,0.5614698259968672,0.9517017222348844,0.9874208829065749,0.9397301548328775
843,AJ Wallace,20,2,0.0,18,Position 18,0.8299712671691016,0.4967680314477743,1.326739298616876,0.7071067811865476,0.9381463549186769
842,Noah Booth,21,1,36.0,14,Position 14,0.7080004519146699,0.5683760247609045,1.2763764766755745,0.724568837309472,0.9248226196739814
351,Bailey Hodgson,40,2,36.0,1,Position 1,1.0571962340340129,-0.13253293750249145,0.9246632965315214,1.0,0.9246632965315214
405,Morgan Smithies,105,1,8.0,13,Position 13,0.35389067868931384,0.5679206312181362,0.9218113099074501,1.0,0.9218113099074501
46,John Asiata,60,2,8.0,13,Position 13,0.37966978447672456,0.5373958191266434,0.917065603603368,1.0,0.917065603603368
298,Louis Senior,85,3,152.0,2,Position 2,1.852891850969266,-0.9365311507856173,0.9163607001836487,1.0,0.9163607001836487
121,Jarrod O'Connor,142,1,40.0,9,Position 9,-0.09318289311157611,1.0032548027096648,0.9100719095980887,1.0,0.9100719095980887
411,Jake Mamo,70,2,152.0,3,Position 3,0.4425514780957992,0.4621788235184495,0.9047303016142487,1.0,0.9047303016142487
413,Bureta Faraimo,87,2,148.0,2,Position 2,0.014046260587368674,0.8892175876732578,0.9032638482606264,1.0,0.9032638482606264
252,Brad Dwyer,164,5,133.0,17,Position 17,-0.30144195769427373,1.204263871520353,0.9028219138260793,1.0,0.9028219138260793
2,Davy Litten,73,1,88.0,4,Position 4,-0.16188210628979058,1.062171002849939,0.9002888965601483,1.0,0.9002888965601483
79,Jonny Lomax,151,1,181.0,6,Position 6,-0.308771755508784,1.1984631421361944,0.8896913866274104,1.0,0.8896913866274104
748,Justin Horo,13,1,4.0,18,Position 18,1.1382101604562769,0.4152174485086245,1.5534276089649013,0.570087712549569,0.885589992206147
662,Paul Clough,20,1,4.0,16,Position 16,1.3269436465933346,-0.07490419494806456,1.25203945164527,0.7071067811865476,0.8853255865714569
453,Jimmy Keinhorst,68,2,56.0,18,Position 18,0.4487756577901267,0.4181458919322639,0.8669215497223905,1.0,0.8669215497223905
734,Logan Tomkins,24,1,4.0,9,Position 9,0.49347025610268314,0.615681200641724,1.1091514567444072,0.7745966692414834,0.8591450240785571
685,Mark Flanagan,33,1,12.0,18,Position 18,0.8334943177144966,0.10696422904175604,0.9404585467562526,0.9082951062292475,0.8542138956301741
692,Sam Moa,28,1,0.0,10,Position 10,0.519631732847186,0.49422346623308494,1.0138551990802709,0.8366600265340756,0.84825211776421
83,Sione Mata'utia,75,1,70.0,12,Position 12,0.06523792998432452,0.7814723470191383,0.8467102770034628,1.0,0.8467102770034628
259,Carlos Tuimavave,95,1,104.0,3,Position 3,-0.1410437314052579,0.98340010520573,0.842356373800472,1.0,0.842356373800472
110,Harry Newman,139,2,188.0,3,Position 3,0.6581783666421497,0.1722733861318201,0.8304517527739698,1.0,0.8304517527739698
752,Tuoyo Egodo,12,1,32.0,5,Position 5,0.9145438058827132,0.5922666324906464,1.5068104383733596,0.5477225575051661,0.8253140669813369
488,Sitaleki Akauola,58,2,20.0,16,Position 16,0.5087005798106796,0.3149583343308367,0.8236589141415163,1.0,0.8236589141415163
747,Ryan Morgan,21,1,20.0,3,Position 3,-0.11123402834352399,1.246062009772074,1.13482798142855,0.724568837309472,0.8222609910499395
312,Riley Lumb,28,3,54.0,5,Position 5,0.1940703371333542,0.7870264187675521,0.9810967559009063,0.8366600265340756,0.8208444378245477
504,Danny Levi,45,2,20.0,9,Position 9,0.42124631166867194,0.3948998405399803,0.8161461522086522,1.0,0.8161461522086522
746,Lama Tasi,17,1,0.0,16,Position 16,1.7377958675591902,-0.4923426931881354,1.2454531743710548,0.6519202405202649,0.8119361329927055
483,Brad Takairangi,23,1,16.0,3,Position 3,1.0088684307827849,0.05717745234249092,1.0660458831252757,0.758287544405155,0.8083693149382902
169,Harry Smith,162,1,729.0,7,Position 7,0.43759055763130705,0.3658466960262664,0.8034372536575735,1.0,0.8034372536575735
743,Anthony England,17,1,0.0,10,Position 10,0.9541697694758751,0.27539624823249703,1.229566017708372,0.6519202405202649,0.8015789739999861
39,Ricky Leutele,85,3,120.0,4,Position 4,0.3969678769601048,0.39811985123484034,0.7950877281949451,1.0,0.7950877281949451
660,Aaron Murphy,27,1,8.0,12,Position 12,0.5958936106213825,0.3700495311980544,0.9659431418194369,0.8215838362577492,0.7936032720628761
436,Daniel Smith,71,1,16.0,16,Position 16,-0.10041313798046005,0.882759242824973,0.782346104844513,1.0,0.782346104844513
550,Daniel Alvaro,15,1,4.0,10,Position 10,0.5633122899217774,0.6967721983680969,1.2600844882898743,0.6123724356957945,0.7716410072765592
118,Alfie Edgell,43,1,40.0,14,Position 14,0.3341611876403067,0.4340345326301428,0.7681957202704495,1.0,0.7681957202704495
653,Danny Brough,24,1,158.0,7,Position 7,0.17960320119667797,0.8091536241813007,0.9887568253779786,0.7745966692414834,0.7658877436275653
386,Lee Gaskell,61,2,109.0,6,Position 6,-0.2857319746511696,1.0513429926066882,0.7656110179555186,1.0,0.7656110179555186
315,Ethan Natoli,16,1,8.0,3,Position 3,0.7698338422110302,0.4320415345070027,1.201875376718033,0.6324555320336759,0.7601327308203782
150,Liam Watts,121,2,36.0,8,Position 8,-0.28603661611077585,1.0443497490990097,0.7583131329882338,1.0,0.7583131329882338
